,label,review_clean
867,positive,bubur ahong is great for dinner there s lots of menus aside from porridges too this restaurant s always crowded and pretty big the porridges are delicious 
868,positive,i came here with my significant other the place was pretty wide and there was both indoor and outdoor areas i sat indoors with an outside view through a window as for the food i was pretty satisfied the price was well worth what was offered 
869,neutral,whether or not to vote for the governor is everyone s choice
870,negative,the taste has changed a lot to the point that it s not the same anymore seems tasteless now the flavour needs major improvements there are also not that many drinks on the menu only soft drinks 
871,positive,although the price s gone off the roof now but believe me when you order a padang rice in singgalang jaya the portion size is one hell of a feast even now this place is still one of my favorite places to enjoy padangnese culinary 
872,positive,the duck is tasty soft the sambal is good the place is pretty nice and clean 
873,positive,located in the city link mall festival this resto offers you a la carte chinese dish and dimsums the food is pretty great and the place is huge with a lot of families dining in our favorite is the mayonnaise shrimp
874,negative,hospital food is always unappetising 
875,positive,if you come here you gotta buy the fried eggplant the place s also pretty comfy there s lesehan avoid lunchtime if you want to come here because this place s gonna be really crowded 
876,positive,the location is pretty ideal located on sudirman street which is near many shopping spots even the restaurant is pretty close to that place food is great lots of options so it s not too boring the place is also comfortable 
877,positive,this resto has varied menu but most of them are chinese and halal menus the chicken mushroom noodles and hainanese rice are also delish and recommended duck s great too this resto now has a branch in istana plaza 
878,positive,went to bandung searched for ramen the one that was said to be in now the price is appropriate for the flavour if i ever return to bandung will definitely visit again 
879,negative,if there s anything wrong with my attitude you can say it to my face you know no need to gossip behind my back it s not cool like that coward 
880,neutral,please confirm whether the delivery to the recipient s address will be made today or tomorrow friend thanks 
881,negative,the parking space wasn t big enough worse yet was when we were eating they asked us to move our car because someone else had finished eating and wanted to get their rides out so annoying 
882,negative,yeah it s like that y know the student s awareness of their responsibility is very lacking nowadays most of them are irresponsible with their obligations
883,neutral,this uduk rice is on rajiman street and opens from afternoon to night the menu is pretty simple ony rice and other side dishes usually i eat uduk rice with fried chicken and sambal which isn t too spicy 
884,positive,anyway my first indomie inlast night turned out to be delightful 
885,neutral,my internet card s minimum couldn t be used even though i could still use the local quota i m within the activation location and the card has been registered 
886,neutral,hypermart is giving adiscount on fresh products every monday thursday with the mandiri hypermart card
887,negative,i m about to flip my lid because of indosat
888,positive,while waiting for the year to change we tried coming here both of us ordered a few sushis the drinks were milktea and vanilla ice cream with coconut the sushi was good but i think it had too much rice still tasty though the cost was affordable 
889,negative,not to mention they haven t processed my complaint yet i don t think i ll get my money back even though my credits and quota are gone 
890,negative,we are so disappointed with the services of lion s employee posted in gate aof cengkareng airport i was lied to and my item s broken and filthy upon arrival 
891,negative,the most disappointing is when the leader cannot and will not differentiate nor care about which one is the real statesman and which one is the dirty politician
892,positive,this is a recommended chicken porridge place near bandung the location is strategic and easy to find the price don t make you go broke and the place is always packed weekdays or weekends because the flavour s just that good 
893,positive,going to this place to rest after dealing with traffic jam the food was okay but the cakes were awesome totally worth it
894,negative,then what s the point of me updating my newest cellphone number to the bni branch customer service if the data in bni will still show my old number what s with this service 
895,positive,i ve been coming to enjoy the food in roemah nenek more times than i could remember i love the comfortable atmosphere for dining with family on certain days there s even live music the food also has a lot of variations from the traditional asian and even western food 
896,negative,a lot of people don t really like going to the doctor aside from the relatively e nsive price for some people not every doctor could heal you a lot of them often give false diagnosis i don t know if it s a big deal or not the doctors are humans too after all 
897,positive,good service large enough parking lot the strawberry grove is vast and has a lot of red strawberries that s ripe for picking the resto s food has a lot of variety tastes great the strawberry sambal is especially unique and tasty nasi liwet with strawberry is a must try so far none of the meals have been disappointing highly recommended for family travels 
898,negative,for crying out loud cpns test caused traffic damnnnnnnn 
899,negative,took forever for the food and the waitress was rude at the time i ordered pizza and it came out burnt not even the cashier could give a smile as i paid for the food horrible service 
